ef|0|5.08.2017 12:42:31
ef|30|5.08.2017 12:42:34
sdg|0|5.08.2017 12:51:47
sdg|50|5.08.2017 12:51:52
blabla | 10 | 5.08.2017 14:34:50
ilk --> 0 | 5.08.2017 16:13:12
ilk --> 20 | 5.08.2017 16:13:14
ilk --> 20 | 5.08.2017 16:13:17
mayin --> 30 | 5.08.2017 18:36:12
mayin --> 60 | 5.08.2017 18:36:24
mayin --> 0 | 5.08.2017 18:36:37
fdg --> 60 | 6.08.2017 23:01:44
fdg --> 15 | 6.08.2017 23:01:47
